Date,Time,VFAS(V),Curr(mA),SWR,RSSI(dB),RxBt(V),A2(V),mAh(mAh),LiPo(V),GSpd(kmh),GPS,GAlt(m),GAl2(m),Grng(m),Gdst(m),Rud,Ele,Thr,Ail,S1,S2,S3,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH
2016-07-05,16:17:14.920,0,0,0,0,0,0,0,0,0,,0,0,0,0,-4,-8,-1024,-2,72,-6,-1024,-1024,-8,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:17:15.950,0,0,0,0,0,0,0,0,0,,0,0,0,0,-4,-8,-1024,-4,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:17:16.970,11.15,0,0,90,4.9,11.9,0,11.15,2.1,4109.1067W 4316.2485N,279,0,0,0,-4,-8,-1024,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:17:17.970,11.14,0,17,90,4.9,11.9,0,11.14,0.8,4109.1066W 4316.2486N,279,0,0,0,-4,-8,-1024,-2,72,-6,-1024,-1024,-8,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:17:19.020,11.15,0,17,92,4.9,11.9,0,11.15,0.2,4109.1069W 4316.2487N,279.5,0,0,0,-6,-8,-106,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:17:20.030,11.14,0,17,92,4.9,11.9,0,11.14,0.3,4109.1071W 4316.2487N,279.6,0,0,0,-6,-10,27,-2,72,-6,-1024,-1024,-6,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:17:21.030,11.15,0,17,89,4.9,11.9,0,11.15,0.2,4109.1071W 4316.2488N,279.6,0,0,0,-6,-10,29,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:17:22.090,11.14,0,16,86,4.9,11.9,0,11.14,0.2,4109.1071W 4316.2488N,279.6,0,0,0,-6,-8,29,-4,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:17:23.090,11.15,0,17,85,4.9,11.9,0,11.15,0.2,4109.1073W 4316.2488N,279.7,0,0,0,-4,-8,30,-2,72,-6,-1024,-1024,-8,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:17:24.100,11.15,0,16,85,4.9,11.9,0,11.15,0.3,4109.1073W 4316.2488N,279.4,0,0,0,-4,-8,29,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:17:25.150,11.14,0,17,88,4.9,11.9,0,11.14,0.1,4109.1073W 4316.2487N,279.6,0,0,0,-4,-8,29,-1,72,-6,-1024,-1024,-8,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:17:26.190,11.15,0,17,89,4.9,11.9,0,11.15,0.2,4109.1074W 4316.2487N,279.6,0,0,0,-4,-8,29,-2,72,-6,-1024,-1024,-8,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:17:27.190,11.14,0,17,90,4.9,11.8,0,11.14,0.9,4109.1076W 4316.2486N,279.6,0,1,1,-4,-8,29,-4,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:17:28.240,11.14,0,17,88,4.9,11.8,0,11.14,2.6,4109.1080W 4316.2486N,279.1,0,1,1,-4,-8,29,-2,72,-6,-1024,-1024,-6,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:17:29.290,11.14,0,17,87,4.9,11.9,0,11.14,6.9,4109.1090W 4316.2485N,279.3,0,3,3,-6,-8,29,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:17:30.340,11.15,0,16,86,4.9,11.8,0,11.15,8.3,4109.1105W 4316.2479N,279.7,0,5,5,-6,-8,29,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:17:31.380,11.14,0,16,85,4.9,11.8,0,11.14,9.7,4109.1119W 4316.2475N,279.7,0,7,7,-6,-8,29,-2,72,-6,-1024,-1024,-8,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:17:32.430,11.14,0,16,89,4.9,11.8,0,11.14,8.8,4109.1137W 4316.2469N,279.9,0,9,9,-4,-8,29,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:17:33.480,11.14,0,17,88,4.9,11.8,0,11.14,9.1,4109.1158W 4316.2464N,280.2,1,12,12,-4,-10,29,-2,72,-6,-1024,-1024,-6,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:17:34.500,11.15,0,17,88,4.9,11.9,0,11.15,8.1,4109.1171W 4316.2458N,280.4,1,14,14,-4,-10,30,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:17:35.560,11.15,0,17,87,4.9,11.9,0,11.15,5.6,4109.1185W 4316.2453N,280.8,1,15,15,-4,-10,29,-4,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:17:36.580,11.15,0,16,84,4.9,11.8,0,11.15,3.6,4109.1195W 4316.2450N,281,2,18,18,-4,-11,29,-2,72,-6,-1024,-1024,-8,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:17:37.580,11.14,0,16,89,4.9,11.9,0,11.14,3.3,4109.1203W 4316.2448N,281.1,2,19,18,-4,-10,30,-1,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:17:38.580,11.15,0,16,88,4.9,11.9,0,11.15,8.7,4109.1209W 4316.2445N,281.4,2,20,20,-4,-10,30,-1,72,-6,-1024,-1024,-8,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:17:39.620,11.14,0,17,89,4.9,11.9,0,11.14,12.4,4109.1227W 4316.2440N,281.8,2,22,22,-3,-10,30,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:17:40.660,11.15,0,16,88,4.9,11.8,0,11.15,15.8,4109.1259W 4316.2432N,282,3,26,26,-4,-8,30,-2,72,-6,-1024,-1024,-8,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:17:41.660,11.14,0,17,91,4.9,11.8,0,11.14,18.8,4109.1282W 4316.2422N,282.1,3,31,31,-4,-8,30,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:17:42.670,11.15,0,16,88,4.9,11.8,0,11.15,21.3,4109.1319W 4316.2413N,282.1,3,36,36,-4,-10,30,-2,72,-6,-1024,-1024,-8,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:17:43.690,11.15,0,17,88,4.9,11.8,0,11.15,23.8,4109.1359W 4316.2396N,282,3,42,42,-4,-8,30,-2,72,-6,-1024,-1024,-8,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:17:44.700,11.15,0,17,88,4.9,11.8,0,11.15,26.2,4109.1405W 4316.2381N,282,3,48,48,-4,-8,30,-2,72,-6,-1024,-1024,-8,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:17:45.710,11.15,0,17,88,4.9,11.8,0,11.15,27.3,4109.1441W 4316.2368N,282,3,54,54,-4,-8,30,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:17:46.720,11.14,0,17,87,4.9,11.9,0,11.14,29.1,4109.1506W 4316.2347N,282.1,3,64,64,-4,-8,30,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:17:47.730,11.14,0,17,92,4.9,11.9,0,11.14,30.9,4109.1562W 4316.2329N,282.2,3,71,71,-6,-8,30,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:17:48.740,11.15,0,17,87,4.9,11.9,0,11.15,33,4109.1606W 4316.2316N,282.3,3,78,78,-4,-8,30,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:17:49.790,11.14,0,16,87,4.9,11.8,0,11.14,34,4109.1686W 4316.2295N,282.7,3,90,90,-4,-8,30,-2,72,-6,-1024,-1024,-8,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:17:50.800,11.15,0,16,87,4.9,11.7,0,11.15,34.3,4109.1753W 4316.2271N,282.6,3,99,99,-4,-8,30,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:17:51.800,11.15,0,16,89,4.9,11.8,0,11.15,34.9,4109.1805W 4316.2271N,282.5,3,106,106,-4,-10,30,-2,72,-6,-1024,-1024,-6,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:17:52.810,11.15,0,17,90,4.9,11.8,0,11.15,35,4109.1892W 4316.2261N,282.5,3,118,118,-4,-8,30,-2,72,-6,-1024,-1024,-8,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:17:53.810,11.14,0,17,88,4.9,11.9,0,11.14,35.2,4109.1962W 4316.2248N,282.7,3,128,128,-4,-8,30,-2,72,-6,-1024,-1024,-6,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:17:54.820,11.15,0,17,88,4.9,11.9,0,11.15,35.6,4109.2015W 4316.2248N,283.3,4,135,135,-4,-10,30,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:17:55.830,11.15,0,17,88,4.9,11.8,0,11.15,35.8,4109.2104W 4316.2231N,283.3,4,147,147,-6,-10,29,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:17:56.840,11.14,0,16,89,4.9,11.8,0,11.14,36.1,4109.2231W 4316.2221N,283.4,4,164,164,-4,-8,29,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:17:57.840,11.15,0,17,89,4.9,11.8,0,11.15,35.4,4109.2231W 4316.2221N,283.4,4,164,164,-4,-8,30,-2,72,-6,-1024,-1024,-8,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:17:58.850,11.14,0,17,89,4.9,11.8,0,11.14,35.1,4109.2390W 4316.2196N,283.4,4,185,185,-4,-8,30,-2,72,-6,-1024,-1024,-6,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:17:59.860,11.14,0,17,89,4.9,11.8,0,11.14,34.7,4109.2442W 4316.2186N,283.2,4,194,193,-4,-8,30,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:00.860,11.14,0,17,88,4.9,11.8,0,11.14,34.5,4109.2442W 4316.2186N,283.3,4,194,193,-4,-10,30,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:01.870,11.14,0,16,87,4.9,11.8,0,11.14,34.2,4109.2543W 4316.2150N,283.3,4,208,208,-4,-8,30,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:02.880,11.14,0,16,88,4.9,11.8,0,11.14,33.5,4109.2656W 4316.2133N,283.2,4,223,223,-4,-8,30,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:03.890,11.15,0,17,88,4.9,11.8,0,11.15,31.3,4109.2702W 4316.2119N,283.2,4,230,230,-6,-8,30,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:04.910,11.14,0,17,90,4.9,11.8,0,11.14,30.1,4109.2775W 4316.2097N,283.2,4,241,241,-4,-8,29,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:05.920,11.14,0,17,88,4.9,11.8,0,11.14,28.2,4109.2830W 4316.2080N,283,4,249,249,-4,-8,29,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:06.920,11.14,0,17,87,4.9,11.8,0,11.14,26.5,4109.2830W 4316.2064N,282.8,3,250,250,-4,-8,29,-2,72,-6,-1024,-1024,-8,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:07.940,11.15,0,16,86,4.9,11.8,0,11.15,24.4,4109.2926W 4316.2049N,282.9,3,263,263,-4,-8,29,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:08.950,11.14,0,17,88,4.9,11.8,0,11.14,25.2,4109.2972W 4316.2034N,283,4,270,270,-3,-8,29,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:09.950,11.14,0,17,88,4.9,11.7,0,11.14,26.7,4109.2972W 4316.2018N,283.2,4,271,271,-4,-8,30,-1,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:10.960,11.15,0,17,89,4.9,11.7,0,11.15,28.4,4109.3077W 4316.2006N,283.1,4,284,284,-4,-8,30,-4,72,-6,-1024,-1024,-8,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:11.980,11.14,0,17,89,4.9,11.7,0,11.14,29.2,4109.3132W 4316.1986N,283.1,4,293,293,-4,-8,30,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:12.990,11.14,0,16,88,4.9,11.7,0,11.14,29.4,4109.3174W 4316.1974N,283.1,4,300,300,-3,-8,30,-1,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:14.000,11.14,0,17,89,4.9,11.8,0,11.14,29.5,4109.3244W 4316.1953N,283.1,4,309,309,-4,-8,30,-4,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:15.030,11.14,0,16,88,4.9,11.8,0,11.14,30,4109.3286W 4316.1941N,283.1,4,316,316,-4,-10,30,-4,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:16.040,11.14,0,17,89,4.9,11.8,0,11.14,30.1,4109.3358W 4316.1920N,283.2,4,326,326,-6,-10,30,-4,72,-6,-1024,-1024,-8,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:17.050,11.14,0,17,88,4.9,11.8,0,11.14,30.6,4109.3416W 4316.1902N,283.4,4,334,334,-6,-10,30,-2,72,-6,-1024,-1024,-8,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:18.060,11.15,0,17,89,4.9,11.8,0,11.15,31.1,4109.3460W 4316.1889N,283.3,4,341,341,-6,-8,30,-2,72,-6,-1024,-1024,-8,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:19.090,11.14,0,16,86,4.9,11.8,0,11.14,31.4,4109.3535W 4316.1866N,283.3,4,351,351,-6,-8,30,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:20.130,11.14,0,17,90,4.9,11.7,0,11.14,31.4,4109.3594W 4316.1848N,283.5,4,360,360,-6,-8,30,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:21.130,11.14,0,16,89,4.9,11.7,0,11.14,31.3,4109.3594W 4316.1848N,283.5,4,360,360,-6,-8,30,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:22.150,11.15,0,17,90,4.9,11.8,0,11.15,31,4109.3712W 4316.1812N,283.8,4,377,377,-6,-10,30,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:23.150,11.15,0,17,87,4.9,11.8,0,11.15,30.9,4109.3771W 4316.1795N,283.9,4,386,386,-6,-10,30,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:24.160,11.14,0,17,88,4.9,11.7,0,11.14,30.7,4109.3816W 4316.1782N,283.9,4,393,393,-4,-10,30,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:25.170,11.14,0,16,88,4.9,11.8,0,11.14,30.4,4109.3888W 4316.1761N,283.8,4,403,403,-4,-10,30,-2,72,-6,-1024,-1024,-8,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:26.180,11.14,0,16,87,4.9,11.8,0,11.14,28.9,4109.3944W 4316.1744N,283.9,4,412,412,-6,-10,30,-2,72,-6,-1024,-1024,-6,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:27.180,11.14,0,17,92,4.9,11.8,0,11.14,27.4,4109.3984W 4316.1733N,284.1,5,417,417,-6,-10,30,-1,72,-6,-1024,-1024,-8,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:28.180,11.14,0,17,87,4.9,11.8,0,11.14,27,4109.3984W 4316.1733N,284.1,5,417,417,-4,-10,30,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:29.200,11.14,0,17,87,4.9,11.8,0,11.14,23.7,4109.4081W 4316.1704N,284.1,5,431,431,-4,-10,31,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:30.200,11.14,0,16,84,4.9,11.8,0,11.14,21.8,4109.4135W 4316.1691N,284.2,5,440,440,-4,-10,30,-4,72,-6,-1024,-1024,-8,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:31.210,11.14,0,17,88,4.9,11.8,0,11.14,20.1,4109.4175W 4316.1677N,284.1,5,445,445,-4,-10,30,-1,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:32.230,11.14,0,16,86,4.9,11.8,0,11.14,12.4,4109.4199W 4316.1670N,284.1,5,449,449,-4,-10,30,-2,72,-6,-1024,-1024,-9,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:33.230,11.14,0,17,86,4.9,11.8,0,11.14,9.5,4109.4221W 4316.1664N,283.9,4,452,452,-4,-8,29,-4,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:34.240,11.14,0,17,87,4.9,11.8,0,11.14,6.5,4109.4240W 4316.1659N,283.5,4,455,455,-4,-8,29,-2,72,-6,-1024,-1024,-8,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:35.240,11.14,0,17,88,4.9,11.8,0,11.14,6,4109.4251W 4316.1655N,283.3,4,456,456,-4,-8,29,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:36.240,11.14,0,17,90,4.9,11.8,0,11.14,11.1,4109.4268W 4316.1648N,283,4,459,459,-4,-8,29,-2,72,-6,-1024,-1024,-8,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:37.240,11.15,0,16,87,4.9,11.8,0,11.15,13.7,4109.4289W 4316.1634N,282.9,3,462,462,-4,-8,29,-2,72,-6,-1024,-1024,-8,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:38.260,11.14,0,16,87,4.9,11.8,0,11.14,19.1,4109.4306W 4316.1610N,282.6,3,467,466,-4,-10,29,-2,72,-6,-1024,-1024,-8,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:39.300,11.15,0,17,87,4.9,11.8,0,11.15,23.4,4109.4313W 4316.1574N,282.6,3,470,470,-4,-10,30,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:40.320,11.14,0,17,88,4.9,11.8,0,11.14,25.5,4109.4308W 4316.1533N,282.1,3,472,472,-4,-10,29,-4,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:41.350,11.14,0,17,89,4.9,11.8,0,11.14,32.6,4109.4287W 4316.1488N,282.5,3,472,472,-4,-10,29,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:42.370,11.14,0,17,88,4.9,11.8,0,11.14,34.1,4109.4265W 4316.1453N,282.3,3,472,472,-4,-10,29,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:43.400,11.14,0,16,87,4.9,11.8,0,11.14,38.1,4109.4240W 4316.1390N,282.1,3,474,474,-3,-10,30,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:44.420,11.14,0,17,86,4.9,11.8,0,11.14,40.7,4109.4212W 4316.1349N,282,3,474,474,-4,-10,30,-2,72,-6,-1024,-1024,-8,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:45.450,11.14,0,16,86,4.9,11.8,0,11.14,43,4109.4181W 4316.1274N,282,3,476,476,-4,-10,31,-2,72,-6,-1024,-1024,-8,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:46.470,11.15,0,17,88,4.9,11.7,0,11.15,45.5,4109.4147W 4316.1212N,282.1,3,477,477,-4,-10,30,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:18:47.500,11.14,0,17,89,4.9,11.7,0,11.14,46.5,4109.4111W 4316.1147N,282,3,479,479,-4,-8,30,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
